Name, SOME PERSON
Address,"SOME ADDRESS, CHICAGO IL 60600-0000"
Account Number,1234589712
Service,Service 1

TYPE,DATE,START TIME,END TIME,USAGE,UNITS,COST,NOTES
Electric usage,2022-12-17,11:30,11:59,0.26,kWh,$0.04,
Electric usage,2022-12-17,12:00,12:29,0.12,kWh,$0.02,
Electric usage,2022-12-17,12:30,12:59,0.08,kWh,$0.01,
Electric usage,2022-12-17,13:00,13:29,0.17,kWh,$0.02,
Electric usage,2022-12-17,13:30,13:59,0.12,kWh,$0.02,
Electric usage,2022-12-17,14:00,14:29,0.30,kWh,$0.04,
Electric usage,2022-12-17,14:30,14:59,1.38,kWh,$0.19,
Electric usage,2022-12-17,15:00,15:29,0.80,kWh,$0.11,
Electric usage,2022-12-17,15:30,15:59,0.18,kWh,$0.03,
Electric usage,2022-12-17,16:00,16:29,0.09,kWh,$0.01,
Electric usage,2022-12-17,16:30,16:59,0.20,kWh,$0.03,
Electric usage,2022-12-17,17:00,17:29,0.10,kWh,$0.01,
Electric usage,2022-12-17,17:30,17:59,0.19,kWh,$0.03,
Electric usage,2022-12-17,18:00,18:29,0.18,kWh,$0.03,
Electric usage,2022-12-17,18:30,18:59,0.17,kWh,$0.02,
Electric usage,2022-12-17,19:00,19:29,0.25,kWh,$0.04,
Electric usage,2022-12-17,19:30,19:59,0.15,kWh,$0.02,
Electric usage,2022-12-17,20:00,20:29,0.13,kWh,$0.02,
Electric usage,2022-12-17,20:30,20:59,0.12,kWh,$0.02,
Electric usage,2022-12-17,21:00,21:29,0.12,kWh,$0.02,
Electric usage,2022-12-17,21:30,21:59,0.12,kWh,$0.02,
Electric usage,2022-12-17,22:00,22:29,0.32,kWh,$0.04,
Electric usage,2022-12-17,22:30,22:59,0.10,kWh,$0.01,
Electric usage,2022-12-17,23:00,23:29,0.23,kWh,$0.03,
Electric usage,2022-12-17,23:30,23:59,0.10,kWh,$0.01,
Electric usage,2022-12-18,00:00,00:29,0.17,kWh,$0.02,
Electric usage,2022-12-18,00:30,00:59,0.12,kWh,$0.02,
Electric usage,2022-12-18,01:00,01:29,0.13,kWh,$0.02,
Electric usage,2022-12-18,01:30,01:59,0.16,kWh,$0.02,
Electric usage,2022-12-18,02:00,02:29,0.10,kWh,$0.01,
Electric usage,2022-12-18,02:30,02:59,0.19,kWh,$0.03,
Electric usage,2022-12-18,03:00,03:29,0.06,kWh,$0.01,
Electric usage,2022-12-18,03:30,03:59,0.22,kWh,$0.03,
Electric usage,2022-12-18,04:00,04:29,0.03,kWh,$0.00,
Electric usage,2022-12-18,04:30,04:59,0.26,kWh,$0.04,
Electric usage,2022-12-18,05:00,05:29,0.07,kWh,$0.01,
Electric usage,2022-12-18,05:30,05:59,0.21,kWh,$0.03,
Electric usage,2022-12-18,06:00,06:29,0.07,kWh,$0.01,
Electric usage,2022-12-18,06:30,06:59,0.17,kWh,$0.02,
Electric usage,2022-12-18,07:00,07:29,0.11,kWh,$0.02,
Electric usage,2022-12-18,07:30,07:59,0.14,kWh,$0.02,
Electric usage,2022-12-18,08:00,08:29,0.15,kWh,$0.02,
Electric usage,2022-12-18,08:30,08:59,0.26,kWh,$0.04,
Electric usage,2022-12-18,09:00,09:29,0.21,kWh,$0.03,
Electric usage,2022-12-18,09:30,09:59,0.14,kWh,$0.02,
Electric usage,2022-12-18,10:00,10:29,0.14,kWh,$0.02,
Electric usage,2022-12-18,10:30,10:59,0.07,kWh,$0.01,
Electric usage,2022-12-18,11:00,11:29,0.06,kWh,$0.01,
Electric usage,2022-12-18,11:30,11:59,0.28,kWh,$0.04,
Electric usage,2022-12-18,12:00,12:29,0.11,kWh,$0.02,
Electric usage,2022-12-18,12:30,12:59,0.10,kWh,$0.01,
Electric usage,2022-12-18,13:00,13:29,0.12,kWh,$0.02,
Electric usage,2022-12-18,13:30,13:59,0.21,kWh,$0.03,
Electric usage,2022-12-18,14:00,14:29,0.17,kWh,$0.02,
Electric usage,2022-12-18,14:30,14:59,0.26,kWh,$0.04,
Electric usage,2022-12-18,15:00,15:29,2.07,kWh,$0.29,
Electric usage,2022-12-18,15:30,15:59,0.60,kWh,$0.08,
Electric usage,2022-12-18,16:00,16:29,0.28,kWh,$0.04,
Electric usage,2022-12-18,16:30,16:59,0.13,kWh,$0.02,
Electric usage,2022-12-18,17:00,17:29,0.21,kWh,$0.03,
Electric usage,2022-12-18,17:30,17:59,0.14,kWh,$0.02,
Electric usage,2022-12-18,18:00,18:29,0.15,kWh,$0.02,
Electric usage,2022-12-18,18:30,18:59,0.32,kWh,$0.05,
Electric usage,2022-12-18,19:00,19:29,0.18,kWh,$0.03,
Electric usage,2022-12-18,19:30,19:59,0.21,kWh,$0.03,
Electric usage,2022-12-18,20:00,20:29,0.15,kWh,$0.02,
Electric usage,2022-12-18,20:30,20:59,0.11,kWh,$0.02,
Electric usage,2022-12-18,21:00,21:29,0.09,kWh,$0.01,
Electric usage,2022-12-18,21:30,21:59,0.10,kWh,$0.01,
Electric usage,2022-12-18,22:00,22:29,0.23,kWh,$0.03,
Electric usage,2022-12-18,22:30,22:59,0.12,kWh,$0.02,
Electric usage,2022-12-18,23:00,23:29,0.21,kWh,$0.03,
Electric usage,2022-12-18,23:30,23:59,0.17,kWh,$0.02,
Electric usage,2022-12-19,00:00,00:29,0.18,kWh,$0.03,
Electric usage,2022-12-19,00:30,00:59,0.19,kWh,$0.03,
Electric usage,2022-12-19,01:00,01:29,0.14,kWh,$0.02,
Electric usage,2022-12-19,01:30,01:59,0.21,kWh,$0.03,
Electric usage,2022-12-19,02:00,02:29,0.17,kWh,$0.02,
Electric usage,2022-12-19,02:30,02:59,0.24,kWh,$0.03,
Electric usage,2022-12-19,03:00,03:29,0.07,kWh,$0.01,
Electric usage,2022-12-19,03:30,03:59,0.26,kWh,$0.04,
Electric usage,2022-12-19,04:00,04:29,0.17,kWh,$0.02,
Electric usage,2022-12-19,04:30,04:59,0.22,kWh,$0.03,
Electric usage,2022-12-19,05:00,05:29,0.12,kWh,$0.02,
Electric usage,2022-12-19,05:30,05:59,0.20,kWh,$0.03,
Electric usage,2022-12-19,06:00,06:29,0.15,kWh,$0.02,
Electric usage,2022-12-19,06:30,06:59,0.15,kWh,$0.02,
Electric usage,2022-12-19,07:00,07:29,0.18,kWh,$0.03,
Electric usage,2022-12-19,07:30,07:59,0.20,kWh,$0.03,
Electric usage,2022-12-19,08:00,08:29,0.22,kWh,$0.03,
Electric usage,2022-12-19,08:30,08:59,0.29,kWh,$0.04,
Electric usage,2022-12-19,09:00,09:29,0.26,kWh,$0.04,
Electric usage,2022-12-19,09:30,09:59,0.15,kWh,$0.02,
Electric usage,2022-12-19,10:00,10:29,0.08,kWh,$0.01,
Electric usage,2022-12-19,10:30,10:59,0.17,kWh,$0.02,
Electric usage,2022-12-19,11:00,11:29,0.12,kWh,$0.02,
Electric usage,2022-12-19,11:30,11:59,0.30,kWh,$0.04,
Electric usage,2022-12-19,12:00,12:29,0.23,kWh,$0.03,
Electric usage,2022-12-19,12:30,12:59,0.07,kWh,$0.01,
Electric usage,2022-12-19,13:00,13:29,0.10,kWh,$0.01,
Electric usage,2022-12-19,13:30,13:59,0.27,kWh,$0.04,
Electric usage,2022-12-19,14:00,14:29,0.31,kWh,$0.04,
Electric usage,2022-12-19,14:30,14:59,0.27,kWh,$0.04,
Electric usage,2022-12-19,15:00,15:29,0.22,kWh,$0.03,
Electric usage,2022-12-19,15:30,15:59,0.17,kWh,$0.02,
Electric usage,2022-12-19,16:00,16:29,0.18,kWh,$0.03,
Electric usage,2022-12-19,16:30,16:59,0.14,kWh,$0.02,
Electric usage,2022-12-19,17:00,17:29,0.11,kWh,$0.02,
Electric usage,2022-12-19,17:30,17:59,0.08,kWh,$0.01,
Electric usage,2022-12-19,18:00,18:29,0.11,kWh,$0.02,
Electric usage,2022-12-19,18:30,18:59,0.09,kWh,$0.01,
Electric usage,2022-12-19,19:00,19:29,0.10,kWh,$0.01,
Electric usage,2022-12-19,19:30,19:59,0.06,kWh,$0.01,
Electric usage,2022-12-19,20:00,20:29,0.20,kWh,$0.03,
Electric usage,2022-12-19,20:30,20:59,0.19,kWh,$0.03,
Electric usage,2022-12-19,21:00,21:29,0.28,kWh,$0.04,
Electric usage,2022-12-19,21:30,21:59,0.15,kWh,$0.02,
Electric usage,2022-12-19,22:00,22:29,0.29,kWh,$0.04,
Electric usage,2022-12-19,22:30,22:59,0.36,kWh,$0.05,
Electric usage,2022-12-19,23:00,23:29,0.35,kWh,$0.05,
Electric usage,2022-12-19,23:30,23:59,0.20,kWh,$0.03,
Electric usage,2022-12-20,00:00,00:29,0.54,kWh,$0.08,
Electric usage,2022-12-20,00:30,00:59,0.19,kWh,$0.03,
Electric usage,2022-12-20,01:00,01:29,0.17,kWh,$0.02,
Electric usage,2022-12-20,01:30,01:59,0.14,kWh,$0.02,
Electric usage,2022-12-20,02:00,02:29,0.13,kWh,$0.02,
Electric usage,2022-12-20,02:30,02:59,0.19,kWh,$0.03,
Electric usage,2022-12-20,03:00,03:29,0.09,kWh,$0.01,
Electric usage,2022-12-20,03:30,03:59,0.22,kWh,$0.03,
Electric usage,2022-12-20,04:00,04:29,0.05,kWh,$0.01,
Electric usage,2022-12-20,04:30,04:59,0.26,kWh,$0.04,
Electric usage,2022-12-20,05:00,05:29,0.05,kWh,$0.01,
Electric usage,2022-12-20,05:30,05:59,0.24,kWh,$0.03,
Electric usage,2022-12-20,06:00,06:29,0.08,kWh,$0.01,
Electric usage,2022-12-20,06:30,06:59,0.19,kWh,$0.03,
Electric usage,2022-12-20,07:00,07:29,0.12,kWh,$0.02,
Electric usage,2022-12-20,07:30,07:59,0.16,kWh,$0.02,
Electric usage,2022-12-20,08:00,08:29,0.15,kWh,$0.02,
Electric usage,2022-12-20,08:30,08:59,0.29,kWh,$0.04,
Electric usage,2022-12-20,09:00,09:29,0.19,kWh,$0.03,
Electric usage,2022-12-20,09:30,09:59,0.12,kWh,$0.02,
Electric usage,2022-12-20,10:00,10:29,0.10,kWh,$0.01,
Electric usage,2022-12-20,10:30,10:59,0.08,kWh,$0.01,
Electric usage,2022-12-20,11:00,11:29,0.04,kWh,$0.01,
Electric usage,2022-12-20,11:30,11:59,0.28,kWh,$0.04,
Electric usage,2022-12-20,12:00,12:29,0.19,kWh,$0.03,
Electric usage,2022-12-20,12:30,12:59,0.23,kWh,$0.03,
Electric usage,2022-12-20,13:00,13:29,0.15,kWh,$0.02,
Electric usage,2022-12-20,13:30,13:59,0.23,kWh,$0.03,
Electric usage,2022-12-20,14:00,14:29,0.18,kWh,$0.02,
Electric usage,2022-12-20,14:30,14:59,0.13,kWh,$0.02,
Electric usage,2022-12-20,15:00,15:29,0.25,kWh,$0.03,
Electric usage,2022-12-20,15:30,15:59,0.10,kWh,$0.01,
Electric usage,2022-12-20,16:00,16:29,0.13,kWh,$0.02,
Electric usage,2022-12-20,16:30,16:59,0.23,kWh,$0.03,
Electric usage,2022-12-20,17:00,17:29,0.10,kWh,$0.01,
Electric usage,2022-12-20,17:30,17:59,0.07,kWh,$0.01,
Electric usage,2022-12-20,18:00,18:29,0.10,kWh,$0.01,
Electric usage,2022-12-20,18:30,18:59,0.07,kWh,$0.01,
Electric usage,2022-12-20,19:00,19:29,0.03,kWh,$0.00,
Electric usage,2022-12-20,19:30,19:59,0.05,kWh,$0.01,
Electric usage,2022-12-20,20:00,20:29,0.03,kWh,$0.00,
Electric usage,2022-12-20,20:30,20:59,0.06,kWh,$0.01,
Electric usage,2022-12-20,21:00,21:29,0.05,kWh,$0.01,
Electric usage,2022-12-20,21:30,21:59,0.08,kWh,$0.01,
Electric usage,2022-12-20,22:00,22:29,0.24,kWh,$0.03,
Electric usage,2022-12-20,22:30,22:59,0.15,kWh,$0.02,
Electric usage,2022-12-20,23:00,23:29,0.25,kWh,$0.03,
Electric usage,2022-12-20,23:30,23:59,0.17,kWh,$0.02,
Electric usage,2022-12-21,00:00,00:29,0.21,kWh,$0.03,
Electric usage,2022-12-21,00:30,00:59,0.22,kWh,$0.03,
Electric usage,2022-12-21,01:00,01:29,0.12,kWh,$0.02,
Electric usage,2022-12-21,01:30,01:59,0.17,kWh,$0.02,
Electric usage,2022-12-21,02:00,02:29,0.07,kWh,$0.01,
Electric usage,2022-12-21,02:30,02:59,0.20,kWh,$0.03,
Electric usage,2022-12-21,03:00,03:29,0.04,kWh,$0.01,
Electric usage,2022-12-21,03:30,03:59,0.24,kWh,$0.03,
Electric usage,2022-12-21,04:00,04:29,0.03,kWh,$0.00,
Electric usage,2022-12-21,04:30,04:59,0.23,kWh,$0.03,
Electric usage,2022-12-21,05:00,05:29,0.06,kWh,$0.01,
Electric usage,2022-12-21,05:30,05:59,0.18,kWh,$0.03,
Electric usage,2022-12-21,06:00,06:29,0.08,kWh,$0.01,
Electric usage,2022-12-21,06:30,06:59,0.15,kWh,$0.02,
Electric usage,2022-12-21,07:00,07:29,0.20,kWh,$0.03,
Electric usage,2022-12-21,07:30,07:59,0.12,kWh,$0.02,
Electric usage,2022-12-21,08:00,08:29,0.16,kWh,$0.02,
Electric usage,2022-12-21,08:30,08:59,0.27,kWh,$0.04,
Electric usage,2022-12-21,09:00,09:29,0.20,kWh,$0.03,
Electric usage,2022-12-21,09:30,09:59,0.06,kWh,$0.01,
Electric usage,2022-12-21,10:00,10:29,0.12,kWh,$0.02,
Electric usage,2022-12-21,10:30,10:59,0.12,kWh,$0.02,
Electric usage,2022-12-21,11:00,11:29,0.09,kWh,$0.01,
Electric usage,2022-12-21,11:30,11:59,0.39,kWh,$0.05,
Electric usage,2022-12-21,12:00,12:29,0.22,kWh,$0.03,
Electric usage,2022-12-21,12:30,12:59,0.15,kWh,$0.02,
Electric usage,2022-12-21,13:00,13:29,0.17,kWh,$0.02,
Electric usage,2022-12-21,13:30,13:59,0.10,kWh,$0.01,
Electric usage,2022-12-21,14:00,14:29,0.17,kWh,$0.02,
Electric usage,2022-12-21,14:30,14:59,0.12,kWh,$0.02,
Electric usage,2022-12-21,15:00,15:29,0.28,kWh,$0.04,
Electric usage,2022-12-21,15:30,15:59,0.26,kWh,$0.04,
Electric usage,2022-12-21,16:00,16:29,0.30,kWh,$0.04,
Electric usage,2022-12-21,16:30,16:59,0.04,kWh,$0.01,
Electric usage,2022-12-21,17:00,17:29,0.03,kWh,$0.00,
Electric usage,2022-12-21,17:30,17:59,0.04,kWh,$0.00,
Electric usage,2022-12-21,18:00,18:29,0.04,kWh,$0.01,
Electric usage,2022-12-21,18:30,18:59,0.03,kWh,$0.00,
Electric usage,2022-12-21,19:00,19:29,0.04,kWh,$0.01,
Electric usage,2022-12-21,19:30,19:59,0.03,kWh,$0.00,
Electric usage,2022-12-21,20:00,20:29,0.04,kWh,$0.01,
Electric usage,2022-12-21,20:30,20:59,0.02,kWh,$0.00,
Electric usage,2022-12-21,21:00,21:29,0.04,kWh,$0.01,
Electric usage,2022-12-21,21:30,21:59,0.02,kWh,$0.00,
Electric usage,2022-12-21,22:00,22:29,0.21,kWh,$0.03,
Electric usage,2022-12-21,22:30,22:59,0.07,kWh,$0.01,
Electric usage,2022-12-21,23:00,23:29,0.17,kWh,$0.02,
Electric usage,2022-12-21,23:30,23:59,0.10,kWh,$0.01,
Electric usage,2022-12-22,00:00,00:29,0.14,kWh,$0.02,
Electric usage,2022-12-22,00:30,00:59,0.13,kWh,$0.02,
Electric usage,2022-12-22,01:00,01:29,0.10,kWh,$0.01,
Electric usage,2022-12-22,01:30,01:59,0.17,kWh,$0.02,
Electric usage,2022-12-22,02:00,02:29,0.07,kWh,$0.01,
Electric usage,2022-12-22,02:30,02:59,0.20,kWh,$0.03,
Electric usage,2022-12-22,03:00,03:29,0.04,kWh,$0.01,
Electric usage,2022-12-22,03:30,03:59,0.21,kWh,$0.03,
Electric usage,2022-12-22,04:00,04:29,0.06,kWh,$0.01,
Electric usage,2022-12-22,04:30,04:59,0.18,kWh,$0.02,
Electric usage,2022-12-22,05:00,05:29,0.09,kWh,$0.01,
Electric usage,2022-12-22,05:30,05:59,0.14,kWh,$0.02,
Electric usage,2022-12-22,06:00,06:29,0.12,kWh,$0.02,
Electric usage,2022-12-22,06:30,06:59,0.11,kWh,$0.02,
Electric usage,2022-12-22,07:00,07:29,0.16,kWh,$0.02,
Electric usage,2022-12-22,07:30,07:59,0.07,kWh,$0.01,
Electric usage,2022-12-22,08:00,08:29,0.19,kWh,$0.03,
Electric usage,2022-12-22,08:30,08:59,0.04,kWh,$0.01,
Electric usage,2022-12-22,09:00,09:29,0.23,kWh,$0.03,
Electric usage,2022-12-22,09:30,09:59,0.02,kWh,$0.00,
Electric usage,2022-12-22,10:00,10:29,0.04,kWh,$0.01,
Electric usage,2022-12-22,10:30,10:59,0.03,kWh,$0.00,
Electric usage,2022-12-22,11:00,11:29,0.04,kWh,$0.01,
Electric usage,2022-12-22,11:30,11:59,0.03,kWh,$0.00,
Electric usage,2022-12-22,12:00,12:29,0.04,kWh,$0.01,
Electric usage,2022-12-22,12:30,12:59,0.03,kWh,$0.00,
Electric usage,2022-12-22,13:00,13:29,0.05,kWh,$0.01,
Electric usage,2022-12-22,13:30,13:59,0.02,kWh,$0.00,
Electric usage,2022-12-22,14:00,14:29,0.05,kWh,$0.01,
Electric usage,2022-12-22,14:30,14:59,0.03,kWh,$0.00,
Electric usage,2022-12-22,15:00,15:29,0.04,kWh,$0.01,
Electric usage,2022-12-22,15:30,15:59,0.03,kWh,$0.00,
Electric usage,2022-12-22,16:00,16:29,0.04,kWh,$0.01,
Electric usage,2022-12-22,16:30,16:59,0.03,kWh,$0.00,
Electric usage,2022-12-22,17:00,17:29,0.03,kWh,$0.00,
Electric usage,2022-12-22,17:30,17:59,0.04,kWh,$0.00,
Electric usage,2022-12-22,18:00,18:29,0.02,kWh,$0.00,
Electric usage,2022-12-22,18:30,18:59,0.04,kWh,$0.01,
Electric usage,2022-12-22,19:00,19:29,0.02,kWh,$0.00,
Electric usage,2022-12-22,19:30,19:59,0.04,kWh,$0.01,
Electric usage,2022-12-22,20:00,20:29,0.02,kWh,$0.00,
Electric usage,2022-12-22,20:30,20:59,0.04,kWh,$0.01,
Electric usage,2022-12-22,21:00,21:29,0.02,kWh,$0.00,
Electric usage,2022-12-22,21:30,21:59,0.04,kWh,$0.01,
Electric usage,2022-12-22,22:00,22:29,0.18,kWh,$0.03,
Electric usage,2022-12-22,22:30,22:59,0.09,kWh,$0.01,
Electric usage,2022-12-22,23:00,23:29,0.15,kWh,$0.02,
Electric usage,2022-12-22,23:30,23:59,0.11,kWh,$0.02,
Electric usage,2022-12-23,00:00,00:29,0.12,kWh,$0.02,
Electric usage,2022-12-23,00:30,00:59,0.14,kWh,$0.02,
Electric usage,2022-12-23,01:00,01:29,0.10,kWh,$0.01,
Electric usage,2022-12-23,01:30,01:59,0.17,kWh,$0.02,
Electric usage,2022-12-23,02:00,02:29,0.07,kWh,$0.01,
Electric usage,2022-12-23,02:30,02:59,0.20,kWh,$0.03,
Electric usage,2022-12-23,03:00,03:29,0.04,kWh,$0.01,
Electric usage,2022-12-23,03:30,03:59,0.21,kWh,$0.03,
Electric usage,2022-12-23,04:00,04:29,0.04,kWh,$0.01,
Electric usage,2022-12-23,04:30,04:59,0.19,kWh,$0.03,
Electric usage,2022-12-23,05:00,05:29,0.07,kWh,$0.01,
Electric usage,2022-12-23,05:30,05:59,0.17,kWh,$0.02,
Electric usage,2022-12-23,06:00,06:29,0.10,kWh,$0.01,
Electric usage,2022-12-23,06:30,06:59,0.14,kWh,$0.02,
Electric usage,2022-12-23,07:00,07:29,0.14,kWh,$0.02,
Electric usage,2022-12-23,07:30,07:59,0.10,kWh,$0.01,
Electric usage,2022-12-23,08:00,08:29,0.17,kWh,$0.02,
Electric usage,2022-12-23,08:30,08:59,0.05,kWh,$0.01,
Electric usage,2022-12-23,09:00,09:29,0.22,kWh,$0.03,
Electric usage,2022-12-23,09:30,09:59,0.02,kWh,$0.00,
Electric usage,2022-12-23,10:00,10:29,0.04,kWh,$0.01,
Electric usage,2022-12-23,10:30,10:59,0.02,kWh,$0.00,
Electric usage,2022-12-23,11:00,11:29,0.03,kWh,$0.00,
Electric usage,2022-12-23,11:30,11:59,0.17,kWh,$0.02,
Electric usage,2022-12-23,12:00,12:29,0.23,kWh,$0.03,
Electric usage,2022-12-23,12:30,12:59,0.25,kWh,$0.04,
Electric usage,2022-12-23,13:00,13:29,0.23,kWh,$0.03,
Electric usage,2022-12-23,13:30,13:59,0.13,kWh,$0.02,
Electric usage,2022-12-23,14:00,14:29,0.12,kWh,$0.02,
Electric usage,2022-12-23,14:30,14:59,0.07,kWh,$0.01,
Electric usage,2022-12-23,15:00,15:29,0.06,kWh,$0.01,
Electric usage,2022-12-23,15:30,15:59,0.02,kWh,$0.00,
Electric usage,2022-12-23,16:00,16:29,0.05,kWh,$0.01,
Electric usage,2022-12-23,16:30,16:59,0.02,kWh,$0.00,
Electric usage,2022-12-23,17:00,17:29,0.04,kWh,$0.01,
Electric usage,2022-12-23,17:30,17:59,0.03,kWh,$0.00,
Electric usage,2022-12-23,18:00,18:29,0.02,kWh,$0.00,
Electric usage,2022-12-23,18:30,18:59,0.04,kWh,$0.01,
Electric usage,2022-12-23,19:00,19:29,0.02,kWh,$0.00,
Electric usage,2022-12-23,19:30,19:59,0.04,kWh,$0.01,
Electric usage,2022-12-23,20:00,20:29,0.02,kWh,$0.00,
Electric usage,2022-12-23,20:30,20:59,0.02,kWh,$0.00,
Electric usage,2022-12-23,21:00,21:29,0.04,kWh,$0.01,
Electric usage,2022-12-23,21:30,21:59,0.02,kWh,$0.00,
Electric usage,2022-12-23,22:00,22:29,0.20,kWh,$0.03,
Electric usage,2022-12-23,22:30,22:59,0.07,kWh,$0.01,
Electric usage,2022-12-23,23:00,23:29,0.15,kWh,$0.02,
Electric usage,2022-12-23,23:30,23:59,0.12,kWh,$0.02,
Electric usage,2022-12-24,00:00,00:29,0.12,kWh,$0.02,
Electric usage,2022-12-24,00:30,00:59,0.14,kWh,$0.02,
Electric usage,2022-12-24,01:00,01:29,0.09,kWh,$0.01,
Electric usage,2022-12-24,01:30,01:59,0.17,kWh,$0.02,
Electric usage,2022-12-24,02:00,02:29,0.07,kWh,$0.01,
Electric usage,2022-12-24,02:30,02:59,0.20,kWh,$0.03,
Electric usage,2022-12-24,03:00,03:29,0.02,kWh,$0.00,
Electric usage,2022-12-24,03:30,03:59,0.24,kWh,$0.03,
Electric usage,2022-12-24,04:00,04:29,0.03,kWh,$0.00,
Electric usage,2022-12-24,04:30,04:59,0.20,kWh,$0.03,
Electric usage,2022-12-24,05:00,05:29,0.07,kWh,$0.01,
Electric usage,2022-12-24,05:30,05:59,0.15,kWh,$0.02,
Electric usage,2022-12-24,06:00,06:29,0.12,kWh,$0.02,
Electric usage,2022-12-24,06:30,06:59,0.12,kWh,$0.02,
Electric usage,2022-12-24,07:00,07:29,0.13,kWh,$0.02,
Electric usage,2022-12-24,07:30,07:59,0.10,kWh,$0.01,
Electric usage,2022-12-24,08:00,08:29,0.17,kWh,$0.02,
Electric usage,2022-12-24,08:30,08:59,0.07,kWh,$0.01,
Electric usage,2022-12-24,09:00,09:29,0.21,kWh,$0.03,
Electric usage,2022-12-24,09:30,09:59,0.02,kWh,$0.00,
Electric usage,2022-12-24,10:00,10:29,0.04,kWh,$0.01,
Electric usage,2022-12-24,10:30,10:59,0.03,kWh,$0.00,
Electric usage,2022-12-24,11:00,11:29,0.02,kWh,$0.00,
Electric usage,2022-12-24,11:30,11:59,0.04,kWh,$0.01,
Electric usage,2022-12-24,12:00,12:29,0.02,kWh,$0.00,
Electric usage,2022-12-24,12:30,12:59,0.04,kWh,$0.01,
Electric usage,2022-12-24,13:00,13:29,0.03,kWh,$0.00,
Electric usage,2022-12-24,13:30,13:59,0.03,kWh,$0.00,
Electric usage,2022-12-24,14:00,14:29,0.04,kWh,$0.01,
Electric usage,2022-12-24,14:30,14:59,0.02,kWh,$0.00,
Electric usage,2022-12-24,15:00,15:29,0.03,kWh,$0.00,
Electric usage,2022-12-24,15:30,15:59,0.04,kWh,$0.01,
Electric usage,2022-12-24,16:00,16:29,0.02,kWh,$0.00,
Electric usage,2022-12-24,16:30,16:59,0.02,kWh,$0.00,
Electric usage,2022-12-24,17:00,17:29,0.04,kWh,$0.01,
Electric usage,2022-12-24,17:30,17:59,0.02,kWh,$0.00,
Electric usage,2022-12-24,18:00,18:29,0.02,kWh,$0.00,
Electric usage,2022-12-24,18:30,18:59,0.04,kWh,$0.01,
Electric usage,2022-12-24,19:00,19:29,0.02,kWh,$0.00,
Electric usage,2022-12-24,19:30,19:59,0.07,kWh,$0.01,
Electric usage,2022-12-24,20:00,20:29,0.07,kWh,$0.01,
Electric usage,2022-12-24,20:30,20:59,0.02,kWh,$0.00,
Electric usage,2022-12-24,21:00,21:29,0.04,kWh,$0.01,
Electric usage,2022-12-24,21:30,21:59,0.02,kWh,$0.00,
Electric usage,2022-12-24,22:00,22:29,0.18,kWh,$0.03,
Electric usage,2022-12-24,22:30,22:59,0.08,kWh,$0.01,
Electric usage,2022-12-24,23:00,23:29,0.15,kWh,$0.02,
Electric usage,2022-12-24,23:30,23:59,0.10,kWh,$0.01,
Electric usage,2022-12-25,00:00,00:29,0.14,kWh,$0.02,
Electric usage,2022-12-25,00:30,00:59,0.13,kWh,$0.02,
Electric usage,2022-12-25,01:00,01:29,0.10,kWh,$0.01,
Electric usage,2022-12-25,01:30,01:59,0.17,kWh,$0.02,
Electric usage,2022-12-25,02:00,02:29,0.05,kWh,$0.01,
Electric usage,2022-12-25,02:30,02:59,0.23,kWh,$0.03,
Electric usage,2022-12-25,03:00,03:29,0.02,kWh,$0.00,
Electric usage,2022-12-25,03:30,03:59,0.22,kWh,$0.03,
Electric usage,2022-12-25,04:00,04:29,0.05,kWh,$0.01,
Electric usage,2022-12-25,04:30,04:59,0.19,kWh,$0.03,
Electric usage,2022-12-25,05:00,05:29,0.07,kWh,$0.01,
Electric usage,2022-12-25,05:30,05:59,0.16,kWh,$0.02,
Electric usage,2022-12-25,06:00,06:29,0.10,kWh,$0.01,
Electric usage,2022-12-25,06:30,06:59,0.13,kWh,$0.02,
Electric usage,2022-12-25,07:00,07:29,0.13,kWh,$0.02,
Electric usage,2022-12-25,07:30,07:59,0.09,kWh,$0.01,
Electric usage,2022-12-25,08:00,08:29,0.19,kWh,$0.03,
Electric usage,2022-12-25,08:30,08:59,0.04,kWh,$0.01,
Electric usage,2022-12-25,09:00,09:29,0.21,kWh,$0.03,
Electric usage,2022-12-25,09:30,09:59,0.04,kWh,$0.00,
Electric usage,2022-12-25,10:00,10:29,0.03,kWh,$0.00,
Electric usage,2022-12-25,10:30,10:59,0.04,kWh,$0.01,
Electric usage,2022-12-25,11:00,11:29,0.02,kWh,$0.00,
Electric usage,2022-12-25,11:30,11:59,0.03,kWh,$0.00,
Electric usage,2022-12-25,12:00,12:29,0.04,kWh,$0.01,
Electric usage,2022-12-25,12:30,12:59,0.03,kWh,$0.00,
Electric usage,2022-12-25,13:00,13:29,0.02,kWh,$0.00,
Electric usage,2022-12-25,13:30,13:59,0.04,kWh,$0.01,
Electric usage,2022-12-25,14:00,14:29,0.02,kWh,$0.00,
Electric usage,2022-12-25,14:30,14:59,0.14,kWh,$0.02,
Electric usage,2022-12-25,15:00,15:29,0.12,kWh,$0.02,
Electric usage,2022-12-25,15:30,15:59,0.07,kWh,$0.01,
Electric usage,2022-12-25,16:00,16:29,0.10,kWh,$0.01,
Electric usage,2022-12-25,16:30,16:59,0.04,kWh,$0.01,
Electric usage,2022-12-25,17:00,17:29,0.13,kWh,$0.02,
Electric usage,2022-12-25,17:30,17:59,0.04,kWh,$0.01,
